timestamp,user,action,final_risk_score,mitre_tag
2026-01-13 17:45,guest,dataexfil,62.4,TA0001
2026-01-14 06:06,admin,fileaccess,59.5,T1078
2026-01-14 10:14,user1,usbinsert,89.9,TA0008
2026-01-14 02:33,user1,privilegeescalation,106.4,TA0008
2026-01-13 23:35,user1,fileaccess,61.1,TA0008
2026-01-13 21:13,user1,dataexfil,31.6,T1078
2026-01-14 04:15,admin,login,63.6,T1059
2026-01-14 06:20,admin,fileaccess,51.6,T1059
2026-01-14 07:40,user1,login,51.1,TA0001
2026-01-14 05:51,user2,usbinsert,92.9,TA0002
2026-01-14 08:44,user1,login,43.2,TA0010
2026-01-14 17:41,guest,fileaccess,82.7,T1078
2026-01-14 09:52,user1,login,39.7,T1059
2026-01-14 07:42,admin,usbinsert,69.2,TA0010
2026-01-14 02:40,admin,usbinsert,96.9,TA0008
2026-01-13 19:39,user2,fileaccess,79.2,TA0004
2026-01-14 15:26,guest,login,52.7,TA0001
2026-01-13 23:52,user2,dataexfil,50.5,TA0004
2026-01-13 18:36,guest,privilegeescalation,91.5,T1078
2026-01-14 02:29,user2,fileaccess,80.8,TA0004
2026-01-14 08:35,admin,usbinsert,109.3,TA0010
2026-01-13 23:00,user2,usbinsert,76.7,T1078
2026-01-14 16:46,admin,privilegeescalation,82.6,T1078
2026-01-14 16:02,admin,dataexfil,62.8,TA0010
2026-01-14 11:52,guest,dataexfil,26.8,TA0010
2026-01-13 20:30,guest,usbinsert,97.0,T1059
2026-01-14 16:52,admin,usbinsert,110.2,T1201
2026-01-14 02:26,user2,login,61.1,TA0010
2026-01-14 05:44,user2,usbinsert,92.5,TA0002
2026-01-14 16:13,user1,dataexfil,72.0,TA0004
2026-01-14 01:21,user2,usbinsert,84.6,T1201
2026-01-13 18:14,user1,privilegeescalation,92.4,T1059
2026-01-14 17:32,admin,privilegeescalation,69.4,TA0004
2026-01-14 09:30,user2,fileaccess,72.1,TA0010
2026-01-14 10:32,guest,fileaccess,83.1,TA0008
2026-01-13 23:22,user1,usbinsert,111.6,TA0002
2026-01-13 19:26,admin,login,61.7,TA0008
2026-01-14 07:35,guest,fileaccess,50.5,T1059
2026-01-13 21:26,guest,fileaccess,50.8,TA0001
2026-01-14 06:47,admin,fileaccess,33.1,TA0002
2026-01-14 10:39,guest,dataexfil,45.0,TA0004
2026-01-13 21:17,user1,fileaccess,58.1,T1201
2026-01-14 09:43,guest,fileaccess,33.4,TA0002
2026-01-14 05:26,user1,usbinsert,99.4,TA0002
2026-01-13 19:05,user1,usbinsert,109.2,TA0008
2026-01-13 22:13,guest,fileaccess,24.0,TA0001
2026-01-14 10:52,guest,fileaccess,21.1,T1201
2026-01-13 21:38,admin,fileaccess,52.5,T1201
2026-01-14 09:40,user1,usbinsert,109.0,T1201
2026-01-13 20:31,admin,login,66.3,TA0001
2026-01-13 23:18,user2,fileaccess,34.6,TA0002
2026-01-14 00:40,admin,login,55.5,TA0004
2026-01-14 06:40,user2,usbinsert,88.4,TA0010
2026-01-14 09:09,guest,privilegeescalation,90.1,T1201
2026-01-14 01:21,guest,privilegeescalation,89.7,TA0001
2026-01-13 19:32,guest,fileaccess,69.3,T1059
2026-01-14 04:44,guest,dataexfil,60.4,TA0010
2026-01-14 11:24,user2,usbinsert,115.6,TA0010
2026-01-13 19:14,user2,dataexfil,42.3,TA0002
2026-01-14 14:56,user1,privilegeescalation,90.9,TA0004
2026-01-13 22:41,guest,usbinsert,90.7,TA0002
2026-01-14 01:14,user1,dataexfil,26.5,T1059
2026-01-14 04:35,admin,fileaccess,57.5,TA0004
2026-01-13 23:51,user2,fileaccess,54.6,TA0004
2026-01-13 22:48,admin,login,29.8,TA0002
2026-01-14 09:19,guest,fileaccess,31.0,TA0001
2026-01-14 09:16,admin,usbinsert,114.4,TA0010
2026-01-14 14:00,user1,login,67.5,TA0004
2026-01-14 09:09,user2,usbinsert,102.3,TA0001
2026-01-14 10:57,guest,privilegeescalation,111.8,TA0008
2026-01-13 21:55,admin,dataexfil,63.2,TA0010
2026-01-14 12:31,guest,usbinsert,72.8,TA0010
2026-01-14 05:24,user1,usbinsert,89.7,T1078
2026-01-14 12:39,user2,privilegeescalation,115.1,T1078
2026-01-14 02:27,user1,dataexfil,55.0,TA0010
2026-01-13 22:38,user2,login,39.6,T1059
2026-01-14 05:12,user1,dataexfil,58.8,T1059
2026-01-13 18:46,user1,dataexfil,36.4,TA0008
2026-01-14 16:03,admin,dataexfil,50.7,T1078
2026-01-14 03:14,user2,privilegeescalation,91.9,T1201
2026-01-14 09:57,admin,privilegeescalation,112.5,TA0010
2026-01-14 08:03,admin,fileaccess,36.0,T1078
2026-01-13 20:58,user2,usbinsert,87.0,TA0001
2026-01-14 00:56,guest,dataexfil,49.8,TA0004
2026-01-14 05:07,user2,login,37.2,TA0008
2026-01-14 01:14,user1,fileaccess,65.9,T1078
2026-01-13 21:23,user1,dataexfil,71.3,TA0001
2026-01-14 07:10,admin,usbinsert,137.1,TA0010
2026-01-14 17:32,admin,usbinsert,78.1,T1078
2026-01-14 08:50,guest,login,50.7,TA0004
2026-01-13 20:21,guest,privilegeescalation,67.4,TA0002
2026-01-13 17:55,admin,dataexfil,39.0,T1059
2026-01-14 14:44,guest,usbinsert,84.7,T1078
2026-01-14 07:30,user2,dataexfil,38.1,TA0001
2026-01-14 17:05,user1,dataexfil,52.9,T1078
2026-01-14 11:44,user2,usbinsert,99.3,T1201
2026-01-13 22:41,guest,privilegeescalation,115.7,TA0010
2026-01-14 06:56,admin,usbinsert,95.7,TA0008
2026-01-13 18:35,user1,dataexfil,68.1,T1059
2026-01-14 11:05,guest,login,50.5,TA0001
2026-01-13 19:40,user2,login,44.4,T1078
2026-01-14 12:45,user2,login,49.7,T1078
2026-01-13 21:06,user1,privilegeescalation,93.3,TA0010
2026-01-14 05:17,guest,dataexfil,47.2,TA0001
2026-01-14 08:32,user2,dataexfil,79.9,TA0010
2026-01-14 14:12,admin,login,55.6,T1059
2026-01-14 05:28,guest,privilegeescalation,91.0,TA0010
2026-01-14 14:53,user1,fileaccess,60.2,TA0004
2026-01-14 00:31,user1,fileaccess,49.3,TA0010
2026-01-14 13:02,user1,login,51.0,TA0010
2026-01-14 04:52,user1,login,37.1,T1201
2026-01-14 08:56,admin,usbinsert,132.4,TA0001
2026-01-14 13:05,user1,privilegeescalation,104.4,TA0008
2026-01-14 11:16,admin,dataexfil,58.6,TA0010
2026-01-13 23:31,admin,fileaccess,47.3,T1078
2026-01-14 17:07,admin,fileaccess,53.6,T1201
2026-01-14 10:41,admin,login,70.2,TA0001
2026-01-14 06:40,user2,usbinsert,84.5,T1201
2026-01-13 19:55,guest,privilegeescalation,78.5,TA0001
2026-01-14 02:50,admin,fileaccess,29.6,TA0008
2026-01-13 21:21,guest,privilegeescalation,81.9,T1078
2026-01-14 11:10,user1,dataexfil,81.6,TA0001
2026-01-14 13:04,admin,fileaccess,28.3,T1201
2026-01-14 02:47,user1,usbinsert,97.0,TA0008
2026-01-14 15:34,admin,privilegeescalation,74.4,TA0002
2026-01-14 07:32,user1,fileaccess,60.8,TA0001
2026-01-14 16:51,guest,privilegeescalation,91.9,T1059
2026-01-14 14:21,admin,dataexfil,69.0,T1078
2026-01-14 02:50,guest,usbinsert,107.7,TA0002
2026-01-14 14:25,user2,usbinsert,125.7,T1201
2026-01-13 23:19,user2,fileaccess,38.4,TA0008
